project_id,project_name,display_name,fork_count,star_count,num_packages_in_deps_dev
o6breg8faNvvKQn7n+MVsLpnPjfrMzmIHkhW2KeHtus=,0x10da43868e7439419af2859f2539ed8b355a0f330bd05a6d028ddff8fd4a03d8,dwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadwdwawdadw,0,0,0
V0e8/oGPvS9UMonGvUVt4EWiNZcsBBPgEZniIWUhXss=,0x10e9fc6dd7d01e09bd9440d507846432333a06f779287b29199010e2f50579cd,Token Historical Balance,1,0,0
Rrdcu7ny/AFlN1jLZPDFfPQQS9u3ekvswVXzNO5GO9E=,0x578d022acd70130def85327e2926a2ed4545e08617ced951ef54a872f5a2a5f5,Orki Finance,0,0,0
cp0S6ThVsjNFKGRoNdNuxHWooFfG5ZeMdv/5UnaBz6w=,0x9dc9d9b8f79644cbe8634b022d4dd5ecaf4e438a71fe26256598f6e0d85a33a0,Superbeam,0,0,1
IIHfaL5BPrZutmOz1qjbrjl4n0rSJZIwD0x9WyN9bA8=,0xdad8d0f9daa721c30b73546b3b55284c7286836630b060e16f50491addf64ad4,SubHub,0,0,0
xomRwJYYlPgUyijK+gk+++w0TMfANVGb4mF1xk5NyO4=,0xf6ab5ce1bb1cade3c885b0668addb79ea8997b6dd2b106e95ef1ada65d6f10b7,superproof,1,0,1
R2G3dvHwT03B4JwlVh6AfU0Dv22vBqsE0vRJS0cgKH8=,0x245d242bedf4afae4a9d49b570ca34ec7eadb7f2f68bf67f12347cb38394c740,💬 Build for Good: Telegram Sticker Pack for Optimism,0,0,0
TUyXIOABwiAJaOZY+y9irqSOEGeMz4NbqW4DJ2vfF50=,0x9d439b2eeda990e571484f7002d4fb858b52b2fec28da0958b5647344947634e,▶️ BuildForGood YouTube Channel,0,0,0
tNqq5J6FEjTlKKM9jd/JCwvk/g4pTiC8v7Xit1kNS4o=,0x23de0728e6569822fc61ee61d2a79eda8b8322894a82700bff5d5c91606798d1,Blobs Guru,0,0,0
lGoc+rdKwNdooopWynCp0XdR8HNqPVawSR00mYSfv9g=,0x55bff36906b3e55bff995b4a7d73fd6651eeba4274ad49e269b29157bbf2fee2,8 Bit Cats☑️,0,0,0
LtUbRD/QO0Bokl1Bxbws5tg4dP7fmNnp4/U21i2tiH0=,0x696c9b46af5eeaa2fcfa86f23da23ed1ce7938df67d90d422e6ba7ee2604b512,Ethernaut CLI,0,0,0
/DScGb8/v7BZ3WdP7B/Fjk1VkJeYD4kSWb07N253Yd0=,0x5ae42b967b8cfb453ec0063849bc2b1f31b69c5846db7d7c4e385820dbb89a37,OPSight,0,0,0
Xrci3TfxGk1fFof+fNzWx6Had1yDlmU1CoHHRvzLMGo=,0x7fd813000c03bd11fdf3ded76a3b46db355218c72947acea7f14871a5b0a9258,Satoshi's Secret,0,0,0
8Hc81dLaEw5t3EVq5pHkUpvp/1fE3npH0qD6YD0w2u8=,0x878c98e16c6c589f287bc11633e79411b95550708aebc8b1e66846bd92864f1f,Bail Bloc,0,0,0
zpXh+xI4A77C9Y/ortXA0jU/33Zj+QztUOpW3hJ+w8A=,0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,L2Pass,0,0,0
YkMQQUKtbXB1JgNgNqSbUVBTsK70wrO3UA/Llyhi9fE=,0x96c5627853d61ad931f8942bfdcc8b3f2507e830bad346b0d31b87c60637474e,All Weather Protocol,0,0,0
K1gYejJCg8UEic8jwRhE9HIlB5IHUv5Wy89uB08VrFQ=,0x52b74da84ea50e0a6ddb28c1c78e0baaa284b7a95298cf23bf65dafd7b0c6d19,Skeleton ERA 💀,0,0,0
5DRU+kSqJj07dgVZUng7jkEn6Pqn3SZm2yQWrZEAS8M=,0x51504348243d8e8fa59cf2ba983d9255373e5eb23fe22a0d18c0d36028561ace,Test Project,0,0,0
64LVONxZqStiERLga/boELUNhHttJflHBaUlGkG2iSM=,0x84893ce34d8069c43d8814db55a1ff5d472e4765650f0c37c1156b5ce97421ff,TPulseFi,0,0,0
hxU1nnOFEhGsrGFfD7pziC+gqLyN61d5U1voAgtc0Lg=,0x1335476de5a24573f3fa1297827fbeb02921948d678b399c7367fb956d08a6cc,Opstack For Cats Dream ☑️,0,0,0
dk1gwy0G/dP9SOcyolL+bfgPQJ0ngqXF6ro9qyQdGwo=,0xf9ebb0464e7162627ab3de5fe03a21c879e932233e1453f2139c2126eb93f72e,Air3,0,0,0
okBeCQUnnfwRVmpCf9dMeQn3w+XBE9F6TjyBRj3T/Bk=,0x45956e3e9592e21418e7aa2caeb1566fc82c797a2cb9a4c51d8b2df3cc4a68db,OneTake,0,0,0
91qfxPoeZBT6hPZrVLYcaDcgwMNG5MDH77cGiTtBxyQ=,0x70624cd9a8be4ead96e5097025eb645b9848e2643e5025a4006dee2cff1a4138,WAGMI,0,0,0
